Desc Checklist;Check Id;Check Code;Desc Check
b.4 - Diseño técnico Acceso Fijo;5784;AFDT5.1;Cableados entre salas (Esta totalmente prohibida esta acción).
b.4 - Diseño técnico Acceso Fijo;5785;AFDT5.2;Revisión de la solicitud de nuevos recursos (RdO-TCI-Huella, etc..) cuando hay  ya disponibles en otro
b.4 - Diseño técnico Acceso Fijo;5786;AFDT5.3;Revisión de Disyuntores y crecimiento de PTRO con respecto a las nuevas solicitudes.
b.4 - Diseño técnico Acceso Fijo;6780;AFDT6.1;Documentación Entregable correspondiente al diseño técnico (fallos graves que afecten a la correcta implementación)
b.4 - Diseño técnico Acceso Fijo;7081;AFDT6.2;Documentación Entregable correspondiente al diseño técnico (fallos leves que NO afecten a la correcta implementación)
b.4 - Diseño técnico Acceso Fijo;7094;AFDT7;Que la autoaceptación contenga el ID JOB-ID TASK asociado de SOLPRO
b.5 - Diseño técnico Fibra óptica;3637;FODT1;Se cumple con el pre-diseño de Planificación
b.5 - Diseño técnico Fibra óptica;3638;FODT2;Se cumplen los criterios de protección de ruta y utilización de ruta mas corta para la main.
b.5 - Diseño técnico Fibra óptica;3639;FODT3;Asegurar que la ruta main es espejo de la spare y físicamente disjuntas entre sí.
b.5 - Diseño técnico Fibra óptica;3640;FODT4;Asegurar que no existen taras de FO al definir un nuevo anillo (si existen que se indiquen). Utilización de distintas fibras y canalizaciones.
b.5 - Diseño técnico Fibra óptica;3641;FODT5;Asegurar que las distancias entre nodos cumplen la normativa.
b.5 - Diseño técnico Fibra óptica;3642;FODT6;Cualquier otro aspecto detectado que incumple la normativa de diseño FTTN
b.5 - Diseño técnico Fibra óptica;4017;FODT7;Documentación Entregable correspondiente al diseño técnico
b.5 - Diseño técnico Fibra óptica;6119;FODT8;Dimensionamiento de cable en RD conforme a la normativa de Ingenieria
b.5 - Diseño técnico Fibra óptica;6120;FODT22;Diseño de modulo de operador homologado por Orange en vertical compartida con TFE como 1er operador
b.5 - Diseño técnico Fibra óptica;6121;FODT10;Dimensionamiento de Clusters conforme a clusterización del RTD y normativas
b.5 - Diseño técnico Fibra óptica;6122;FODT9;Dimensionamiento de Clusters conforme a clusterización del RTD y normativas
b.5 - Diseño técnico Fibra óptica;6123;FODT11;Splitting no complementario a 1:128 (1:8 a 1:8 ó 1:16 a 1:16)
b.5 - Diseño técnico Fibra óptica;6124;FODT12;Asignacion de splitter 2 no adecuado al indice de penetración solicitado
b.5 - Diseño técnico Fibra óptica;6125;FODT13;Dimensionamiento de cable conforme a HLD y normativas
b.5 - Diseño técnico Fibra óptica;6126;FODT14;Fibras de reserva de RD minimas no inferior a 10 FO
b.5 - Diseño técnico Fibra óptica;6127;FODT15;El numero de fibras de reserva cumple con las normativas de Ingenieria
b.5 - Diseño técnico Fibra óptica;6128;FODT16;Diseño de cableado de fachada/azotea con coca
b.5 - Diseño técnico Fibra óptica;6129;FODT17;Diseño con ausencia de caja de empalme por manzana de edificios en fachada/azotea
b.5 - Diseño técnico Fibra óptica;6130;FODT18;Diseño final de linea de cluster sin caja de empalme de terminacion en fachada/azotea
b.5 - Diseño técnico Fibra óptica;6131;FODT19;Diseño de correcta ubicación de las CTOs para dar de alta clientes en fachada / azotea con hasta un maximo de 50 mts
b.5 - Diseño técnico Fibra óptica;6132;FODT20;Asignacion de CTO por vertical adecuada al area de influencia
b.5 - Diseño técnico Fibra óptica;6133;FODT21;Diseño de configuracion en modulo de cliente y de operador en vertical interior acorde a la normativa
b.5 - Diseño técnico Fibra óptica;6482;FODT23;Se incluyen las actas de replanteo y memorias descriptivas de las SUC (AR y MD) y cumplen con las directrices marcadas por Orange
b.5 - Diseño técnico Fibra óptica;6483;FODT24;En las SUCs se solicitan las secciones correspondientes al dimensionado de cable que se ha diseñado
b.5 - Diseño técnico Fibra óptica;6484;FODT25;Se ha entregado el listado de materiales y confirmación de stock disponible para la ejecución del proyecto y es coherente con el diseño
b.5 - Diseño técnico Fibra óptica;6485;FODT26;Se ha realizado el diseño LLD de cada tramo de la red horizontal cumpliendo con las normativas de Ingenieria de Orange (RA y RD)
b.5 - Diseño técnico Fibra óptica;6486;FODT27;Se ha realizado el diseño de la obra civil teniendo en cuenta las autorizaciones o rechazos por parte de Organismos Oficiales y se reportan los entregables
b.5 - Diseño técnico Fibra óptica;6487;FODT28;Todos los tramos de la red Horizontal (RA y RD) estan documentados en las BBDD
b.5 - Diseño técnico Fibra óptica;6488;FODT29;El diseño de Cluster es optimo y cumple con las normativas de Ingenieria de OSP
b.5 - Diseño técnico Fibra óptica;6489;FODT30;Se ha realizado el diseño de la red de dispersion cumpliendo la normativa vigente OSP y reporte de los entregables
b.5 - Diseño técnico Fibra óptica;6490;FODT31;Todas las viviendas están cubiertas por una CTO y tienen una acometida máxima de 50 metros verificándose que es construible
b.5 - Diseño técnico Fibra óptica;6491;FODT32;Se incluyen, excepcionalmente, acometidas a viviendas que tienen  entre 50 y 100 metros y se dispone de la aprobación de Zona OSP
b.5 - Diseño técnico Fibra óptica;6492;FODT33;Se incluyen, excepcionalmente, diseños con cajas satélite y se dispone de la aprobación de Zona OSP
b.5 - Diseño técnico Fibra óptica;6493;FODT34;Todos los datos de diseño estan inventariados correctamente siguiendo las normativas de OSP
b.5 - Diseño técnico Fibra óptica;6494;FODT35;Todos los datos de diseño estan inventariados correctamente siguiendo las normativas de OSP
b.5 - Diseño técnico Fibra óptica;6495;FODT36;Dimensionamiento de las cajas de empalme acorde al dimensionado del cable de los tramos correspondientes
b.5 - Diseño técnico Fibra óptica;7095;FODT37;Que la autoaceptación contenga el ID JOB-ID TASK asociado de SOLPRO
b.5 - Diseño técnico Fibra óptica;7107;FODT38;Planos de FO (PL04) y planos CN (Canalización-PL20)
b.5 - Diseño técnico Fibra óptica;7108;FODT39;Licencias: expedientes presentados, hojas de registro, Suplidos, proyectos visados.
b.5 - Diseño técnico Fibra óptica;7109;FODT40;Diagrama de Arquitectura de Red y KMZ del enlace a construir, con esquema de terceros si procede.
b.5 - Diseño técnico Fibra óptica;7110;FODT41;OT con las posiciones de diseño esperadas, distancias y atenuaciones previstas
b.5 - Diseño técnico Fibra óptica;7111;FODT42;Fichero con las posiciones E2E en Repartidor
b.5.2 - Diseño construible FTTH;6149;120001;Verificación de la continuidad
b.5.2 - Diseño construible FTTH;6150;120002;Verificación de que es posible la utilización de las infraestructuras definidas en el diseño
b.5.2 - Diseño construible FTTH;6151;120201;Verificación de que las infraestructuras cedidas por terceros son utilizables/grado de ocupación
b.5.2 - Diseño construible FTTH;6152;120202;Verificación de que las infraestructuras de OSP son utilizables/grado de ocupación
b.5.2 - Diseño construible FTTH;6153;120203;Revisión de estado de Cámaras o arquetas de paso
b.5.2 - Diseño construible FTTH;6155;120302;Comrpobación de que STOCK cumple con la normativa OSP
b.5.2 - Diseño construible FTTH;6156;120401;Comprobación del correcto emplazamiento CTO/SERVICIALIDAD
b.5.2 - Diseño construible FTTH;6157;120402;Comprobación de la correcta asignación de hogares a la CTO
b.6 - Diseño técnico equipos sincronismo;6087;SYDT1;Se cumplen los criterios de diseño para la configuración HW mínima de los equipos (Modelos SSU: TP4100) según la capacidad necesaria de puertos.
b.6 - Diseño técnico equipos sincronismo;6088;SYDT2;Se cumplen los criterios de diseño para la red de gestion / supervision de los equipos SSU
b.6 - Diseño técnico equipos sincronismo;6089;SYDT3;Se cumple la redundancia de conexión de sincronismo a los equipos : BSC, RNC, PTNs en POP. En POC dependerá del número de puertos libres del PTN/NE40/ATN
b.6 - Diseño técnico equipos sincronismo;6090;SYDT4;Documentación Entregable correspondiente al diseño técnico
b.6 - Diseño técnico equipos sincronismo;7097;SYDT5;Que la autoaceptación contenga el ID JOB-ID TASK asociado de SOLPRO
b.7 - Pre-diseño Fibra Optica;6451;FORT1;Comprobación de que finca este dentro de la huella (KMZ) del proyecto correspondiente
b.7 - Pre-diseño Fibra Optica;6452;FORT2;Modelo, formato y contenido del Site Survey o Walk Out
b.7 - Pre-diseño Fibra Optica;6453;FORT3;Censo registrado correctamente en BBDD
b.7 - Pre-diseño Fibra Optica;6454;FORT4;Numero total de uuiis del censo cargado en ISIS por debajo del objetivo del proyecto
b.7 - Pre-diseño Fibra Optica;6461;FORT11;Clusters dimensionados fuera de la horquilla del 30-50 % indice de penetración
b.7 - Pre-diseño Fibra Optica;6462;FORT12;Correcto dimensionamiento del numero de clusters por RA
b.7 - Pre-diseño Fibra Optica;6463;FORT13;Clusterización cumple con resto de normas de Ingenieria
b.7 - Pre-diseño Fibra Optica;6464;FORT14;Clusterización cumple con resto de normas de Ingenieria
b.7 - Pre-diseño Fibra Optica;6465;FORT15;Formato y contenido de clusterización correcto
b.7 - Pre-diseño Fibra Optica;6466;FORT16;Formato y contenido de clusterización correcto
b.7 - Pre-diseño Fibra Optica;6467;FORT17;Clusterización registrado correctamente en BBDD
b.7 - Pre-diseño Fibra Optica;6468;FORT18;Replanteo ODF cumple con las normativas de Ingenieria de Orange
b.7 - Pre-diseño Fibra Optica;6469;FORT19;Formato y contenido de HLD de RA correcto
b.7 - Pre-diseño Fibra Optica;6470;FORT20;Formato y contenido de HLD de RA correcto
b.7 - Pre-diseño Fibra Optica;6471;FORT21;HLD de la RA cumple con las normativas de Ingenieria de Orange
b.7 - Pre-diseño Fibra Optica;6472;FORT22;HLD de la RA cumple con las normativas de Ingenieria de Orange
b.7 - Pre-diseño Fibra Optica;6473;FORT23;En las SUCs se solicitan las secciones correspondientes al dimensionado de cable de la RA que se ha diseñado
b.7 - Pre-diseño Fibra Optica;6474;FORT24;Codificacion del replanteo
b.7 - Pre-diseño Fibra Optica;6475;FORT25;Identificacion de la finca en el replanteo
b.7 - Pre-diseño Fibra Optica;6476;FORT26;Replanteo técnico registrado correctamente en BBDD
b.7 - Pre-diseño Fibra Optica;6477;FORT27;Calidad de la solución técnica para el acceso de la RD al edificio
b.7 - Pre-diseño Fibra Optica;6478;FORT28;Calidad de la solución técnica para la vertical
b.7 - Pre-diseño Fibra Optica;6479;FORT29;Calidad de la asignación del área de influencia
b.7 - Pre-diseño Fibra Optica;6480;FORT30;Calidad y correcta cumplimentación del listado de materiales
b.7 - Pre-diseño Fibra Optica;6481;FORT31;Existen los entregables en el repositorio
b.7 - Pre-diseño Fibra Optica;6508;FORT38;Fecha de realizacion del replanteo
b.7 - Pre-diseño Fibra Optica;6509;FORT39;Identificacion de la/s persona/s de contacto para acceso a la finca en el replanteo
b.7 - Pre-diseño Fibra Optica;6510;FORT40;Anotacion de las condiciones especiales de acceso a la finca en el replanteo
b.7 - Pre-diseño Fibra Optica;6511;FORT41;Identificacion del contratista principal que ha realizado el replanteo
b.7 - Pre-diseño Fibra Optica;6512;FORT42;Propuesta de solucion con datos necesarios para poder realizar un diseño instalable en el replanteo
b.7 - Pre-diseño Fibra Optica;6513;FORT43;Numero total de viviendas en el replanteo
b.7 - Pre-diseño Fibra Optica;6514;FORT44;Numero total de locales en el replanteo
b.7 - Pre-diseño Fibra Optica;6515;FORT45;Indicar si la instalacion es compartida o no en el replanteo
b.7 - Pre-diseño Fibra Optica;6516;FORT46;Reportaje fotografico correcto en replanteo
b.7.1- Pre-Diseño Fibra Optica_Permisos FTTH;6767;FORTP1;Correcta codificacion del documento de permiso
b.7.1- Pre-Diseño Fibra Optica_Permisos FTTH;6768;FORTP2;Formato validado OSP/VDF de permiso
b.7.1- Pre-Diseño Fibra Optica_Permisos FTTH;6769;FORTP3;Identificacion firmante en el permiso
b.7.1- Pre-Diseño Fibra Optica_Permisos FTTH;6770;FORTP4;Representante CP en el permiso
b.7.1- Pre-Diseño Fibra Optica_Permisos FTTH;6771;FORTP5;DNI en el permiso
b.7.1- Pre-Diseño Fibra Optica_Permisos FTTH;6772;FORTP6;Direccion de la finca en el permiso
b.7.1- Pre-Diseño Fibra Optica_Permisos FTTH;6773;FORTP7;Fecha en el permiso
b.7.1- Pre-Diseño Fibra Optica_Permisos FTTH;6774;FORTP8;Firma en el permiso
b.7.1- Pre-Diseño Fibra Optica_Permisos FTTH;6775;FORTP9;Telefono del firmante de CP en el permiso
b.7.1- Pre-Diseño Fibra Optica_Permisos FTTH;6776;FORTP10;Permiso registrado correctamente en BBDD
b.7.1- Pre-Diseño Fibra Optica_Permisos FTTH;6777;FORTP11;Chequeo veracidad del permiso firmado
b.7.1- Pre-Diseño Fibra Optica_Permisos FTTH;6778;FORTP12;Calidad de la gestion del permiso correcta
c.1.1 - Implementación Acceso Móvil GIROS;6017;ASG1;Estado INSTALADO Equipos Acceso Radio Móvil
c.1.1 - Implementación Acceso Móvil GIROS;6018;ASG2;Estado INSTALADO Equipos Transmisión
c.1.1 - Implementación Acceso Móvil GIROS;6019;ASG3;Estado INSTALADO de Tarjetas
c.1.1 - Implementación Acceso Móvil GIROS;6020;ASG4;Estado INSTALADO de Vanos de Radio (SNC)
c.1.1 - Implementación Acceso Móvil GIROS;6021;ASG5;Estado INSTALADO Trails Físicos y LLAA
c.1.1 - Implementación Acceso Móvil GIROS;6022;ASG6;Estado INSTALADO VLAN
c.1.1 - Implementación Acceso Móvil GIROS;6023;ASG7;Estado INSTALADO GRUPOS
c.1.1 - Implementación Acceso Móvil GIROS;6024;ASG8;Estado INSTALADO Túneles LSP
c.1.1 - Implementación Acceso Móvil GIROS;6025;ASG9;Eliminación de Tarjetas para los Equipos de Acceso Radio Móvil
c.1.1 - Implementación Acceso Móvil GIROS;6028;ASG12;Eliminación de los PLC (FO)
c.1.1 - Implementación Acceso Móvil GIROS;6029;ASG13;Eliminación de Trails físicos sin servicio
c.1.1 - Implementación Acceso Móvil GIROS;6030;ASG14;Eliminación de los Grupos (GIMAS,ML-PPP, GigaBitEth, etc) sin servicio
c.1.1 - Implementación Acceso Móvil GIROS;6031;ASG15;Eliminación de los Túnels IP sin servicio
c.1.1 - Implementación Acceso Móvil GIROS;6115;ASG16;Estado INSTALADO Trail e2e IP
c.1.2 - Implementación Acceso Móvil SEDRA;6032;ASS1;Fechas/Estado ON AIR en Equipos Acceso Radio Móvil.
c.1.2 - Implementación Acceso Móvil SEDRA;6033;ASS2;Fechas/Estado NO AIR en Equipos Acceso Radio Móvil apagados
c.1.2 - Implementación Acceso Móvil SEDRA;6034;ASS3;Fechas/Estados ON AIR Equipos de Transmisión
c.1.2 - Implementación Acceso Móvil SEDRA;6035;ASS4;Fechas/Estados NO ON AIR Equipos de Transmisión
c.1.2 - Implementación Acceso Móvil SEDRA;6036;ASS5;Fechas/Estados ON AIR Vanos de Radio
c.1.2 - Implementación Acceso Móvil SEDRA;6037;ASS6;Fechas/Estados NO ON AIR Vanos de Radio
c.1.3 - Implementación Acceso Móvil GIS;6038;ASGI1;Los equipos de Radio / configuraciones  instalados están en estado ON AIR
c.1.3 - Implementación Acceso Móvil GIS;6039;ASGI2;Los equipos de Radio / configuraciones sin tráfico / apagados están en estado NO ON AIR
c.1.4 - Implementación Acceso Móvil IQLINK;6040;ASIQ1;Estado 'confirmed A' del enlace en Iqlink
c.1.4 - Implementación Acceso Móvil IQLINK;6041;ASIQ2;Eliminación del enlace en Iqlink
c.1.6 - Implementación Acceso Móvil ENTREGABLES;6866;1;Actualización documentación asociada a la Implementación (LLD..)
c.1.6 - Implementación Acceso Móvil ENTREGABLES;6915;2;Actualización documentación asociada a la Implementación (LLD..) (LEVE: no afecte al retraso en la mantenibilidad o en la calidad del servicio prestado)
c.1.6 - Implementación Acceso Móvil ENTREGABLES;7039;3;Entrega documentación certificaciones radioeléctricas (PSC y PSI para radio, PSC para MW)
c.1.6 - Implementación Acceso Móvil ENTREGABLES;7090;4;Que la autoaceptación contenga el ID JOB-IDTASK asociado en SOLPRO
c.1.6 - Implementación Acceso Móvil ENTREGABLES;7164;5;Autoaceptación hito correctamente creada
c.1.6 - Implementación Acceso Móvil ENTREGABLES;7171;6;Documentación con entregable medidas PIM realizadas
c.2 - Implementación Core;5792;CIMG1;Cambios entre DWO-IWO (de recursos, no de estado) (GIROS)
c.2 - Implementación Core;5794;CIMO2.2;Nº de caso de DWO y última versión de OT (OCÉANE)
c.2 - Implementación Core;5795;CIMB3;Actualización en caso de eliminaciones de Ips (BDIP)
c.2 - Implementación Core;5796;CIME4;Actualización B.D. Diseño transporte (ENTREGABLES)
c.2 - Implementación Core;5797;CIMG5;Actualización B.D. Comprobar estado trails despues de IWO (GIROS)
c.2 - Implementación Core;5798;CIMS6;Actualización SEDRA (fechas, ON AIR, etc.)
c.2 - Implementación Core;5799;CIME7;Actualización B.D. ficheros eliminación: puertos PTSs fijo y móvil, puertos TRAUs, puertos Call Center, puertos TS routers-sgns-msc, Codificación operadores, Datos RC, INDT, INDR, Códigos de red PSTN, CAC´s (FICHEROS RED)
c.2 - Implementación Core;5810;CIME18;Actualización Anillos Tx (en caso de eliminaciones) (FICHEROS RED)
c.2 - Implementación Core;5811;CIME19;Entregables correspondientes a la Implementación (ENTREGABLES)
c.2 - Implementación Core;5812;CIMI20;Inventario documentación equipos datos (INVENTARIO)
c.2 - Implementación Core;7099;CIMI21;Que la autoaceptación contenga el ID JOB-IDTASK asociado en SOLPRO
c.2 - Implementación Core;7165;CIM10;Autoaceptación hito correctamente creada
c.3 - Implementación Transporte;5813;TIMG1;Comprobación configuración del gestor coincide con GIROS
c.3 - Implementación Transporte;5815;TIME2.2;Documentación asociada a la IWO (ITR, DWO..) (ENTREGABLES)
c.3 - Implementación Transporte;5817;TIMS3;Comprobación estados correspondientes a la fase de Implementación del proyecto (SEDRA)
c.3 - Implementación Transporte;5818;TIMG4;Comprobar estado tarjetas despues de la Implementación (GIROS)
c.3 - Implementación Transporte;5819;TIMG5;Comprobar estado trails despues de la Implementación (GIROS)
c.3 - Implementación Transporte;5820;TIME6;Actualización anillos (FICHEROS RED)
c.3 - Implementación Transporte;7079;TIME8;Comprobación de Aparatos de medida utilizados (calibración en vigor)
c.3 - Implementación Transporte;7078;TIME7;Concordancia fechas entregables y finalización trabajos
c.3 - Implementación Transporte;7100;TIME9;Que la autoaceptación contenga el ID JOB-IDTASK asociado en SOLPRO
c.3 - Implementación Transporte;7166;TIME10;Autoaceptación hito correctamente creada
c.4 - Implementación Acceso Fijo;5821;AFIMG1.1;Estado Instalación Equipo/Tarjetas/Puerto/Repartidor (GIROS)
c.4 - Implementación Acceso Fijo;5822;AFIMG1.2;Estado de Aceptación Tarjetas (GIROS)
c.4 - Implementación Acceso Fijo;5823;AFIMG1.3;Desbloqueo Recursos GBE (GIROS)
c.4 - Implementación Acceso Fijo;5824;AFIMG1.4;Desbloqueo Recursos ULL (GIROS)
c.4 - Implementación Acceso Fijo;5825;AFIMG1.5;Estado Trails Tx/SNC (GIROS)
c.4 - Implementación Acceso Fijo;5826;AFIMS1.6;Fecha Puesta en Servicio (SEDRA)
c.4 - Implementación Acceso Fijo;5827;AFIMG1.7;Gestión IP (Activación Pool BAS2010/FTTH)
c.4 - Implementación Acceso Fijo;5828;AFIMO2.1;Documentación Entregable en OCEAN (Se adjuntará en comentarios el Pach de donde cuelga la documentación en J:)
c.4 - Implementación Acceso Fijo;5829;AFIME2.2a;Documentación Entregable IWO (FICHEROS RED) (GRAVE) (Pruebas E2E, Configuración, LOG, Gráficas Infovista, etc..)
c.4 - Implementación Acceso Fijo;6787;AFIME2.2b;Documentación Entregable IWO (FICHEROS RED) (LEVE) (Pruebas E2E, Configuración, LOG, Gráficas Infovista, etc..)
c.4 - Implementación Acceso Fijo;7101;AFIMG1.8;Que la autoaceptación contenga el ID JOB-IDTASK asociado en SOLPRO
c.4 - Implementación Acceso Fijo;7167;AFIME2.3;Autoaceptación hito correctamente creada
c.5 - Implementación Fibra óptica;4216;FOI1;Actualización PLC tipo Fibra Optica, campo Comentarios con nº de OT y repartidores asociados (GIROS)
c.5 - Implementación Fibra óptica;4217;FOI2;Campo Trail de Giros del objeto ruta de PNI inventariado con el trail de Giros correspondiente (PNI)
c.5 - Implementación Fibra óptica;6134;FOI4;Nombre OLT PNI coincide con nombre OLT SEDRA/GIROS
c.5 - Implementación Fibra óptica;6135;FOI5;Nombre Splitters PNI coincide con nombre Splitters SEDRA/GIROS
c.5 - Implementación Fibra óptica;6136;FOI6;Nombre CTO PNI coincide con nombre CTO SEDRA/GIROS
c.5 - Implementación Fibra óptica;7102;FOI7;Que la autoaceptación contenga el ID JOB-IDTASK asociado en SOLPRO
c.5 - Implementación Fibra óptica;7168;FOI8;Autoaceptación hito correctamente creada
c.6 - Implementación equipos sincronismo;6091;SYIM1.1;Estado Instalación Equipo/Tarjetas/Puerto/Repartidor (GIROS)
c.6 - Implementación equipos sincronismo;6092;SYIM1.5;Estado Trails Tx (GIROS)
c.6 - Implementación equipos sincronismo;6093;SYIM1.6;Fecha Puesta en Servicio (SEDRA)
c.6 - Implementación equipos sincronismo;6094;SYIM2.2;Documentación Entregable IWO (FICHEROS RED) (Protocolo de aceptación y Pruebas)
c.6 - Implementación equipos sincronismo;7103;SYIM2.3;Que la autoaceptación contenga el ID JOB-IDTASK asociado en SOLPRO
c.6 - Implementación equipos sincronismo;7169;SYIM3;Autoaceptación hito correctamente creada
c.7- Transferencia FTTH;6545;FOT1;Comprobación de que PD / LP validado y definitivo se encuentra en carpeta correspondiente en J
c.7- Transferencia FTTH;6546;FOT2;Existencia reparos pendientes de solucionar en hito RTD
c.7- Transferencia FTTH;6547;FOT3;Existencia reparos pendientes de de solucionar en hito RTI
c.7- Transferencia FTTH;6548;FOT4;Existencia de reparos pendientes de solucionar en hito RFA
c.7- Transferencia FTTH;6549;FOT5;"Existencia reparos en auditoria ""Build to RUN"""
c.8- Transferencia Inventariado FTTH;6551;FOTI1;Verificación correcta asociación CTO con Codigo proyecto despliegue
c.8- Transferencia Inventariado FTTH;6552;FOTI2;"Verificación correcta asociación CTO con  campo ""Emplazamiento"" de la Central / OLT"
c.8- Transferencia Inventariado FTTH;6553;FOTI3;"Verificación OLT / Tarjeta /PON asociados a CTO en estado ""En servicio"" y ""Activados"""
c.8- Transferencia Inventariado FTTH;6554;FOTI4;Verificación correcta asociación OLT - PPAI
c.8- Transferencia Inventariado FTTH;6555;FOTI5;"Verificacion correcto rellenado campo ""hogares conectables"" vs PD validado"
c.8- Transferencia Inventariado FTTH;6556;FOTI6;"Verificacion campo ""Hogares conectables"" alineado con sedra"
c.8- Transferencia Inventariado FTTH;6557;FOTI7;"Verificacion correcto rellenado campo ""Tipo de CTO"""
c.8- Transferencia Inventariado FTTH;6558;FOTI8;"Verificación campo ""Tipo de CTO"" alineado con Sedra"
c.8- Transferencia Inventariado FTTH;6559;FOTI9;"Verificacion correcto rellenado del campo ""Direccion / ubicación CTO"""
c.8- Transferencia Inventariado FTTH;6560;FOTI10;"Verificacion  Campo ""Direccion / ubicación CTO"" alineado con Sedra"
c.8- Transferencia Inventariado FTTH;6561;FOTI11;"Verificación correcto rellenado campos ""Operadores Mantenimiento"" correspondientes a las verticales"
c.8- Transferencia Inventariado FTTH;6562;FOTI12;"Verificacion campos de ""Operador Acometidas, Mantenimiento y Vertical"" alineado con Sedra"
c.8- Transferencia Inventariado FTTH;6563;FOTI13;Verificación información Splitter nivel 1 vs PD Validado
c.8- Transferencia Inventariado FTTH;6564;FOTI14;Verificación información Splitter nivel 1 alineado con Sedra
c.8- Transferencia Inventariado FTTH;6565;FOTI15;Verificación información Splitters nivel 2 vs PD Validado
c.8- Transferencia Inventariado FTTH;6566;FOTI16;Verificación información Splitter nivel 2 alineado con Sedra
c.8- Transferencia Inventariado FTTH;6567;FOTI17;Verificación correcta creación del listado de puertos de splitter de nivel 2 y estado desbloqueado
c.8- Transferencia Inventariado FTTH;6568;FOTI18;Verificación address asociadas a CTO vs PD Validado
c.8- Transferencia Inventariado FTTH;6569;FOTI19;Verificación address asociadas a CTO alineado con Sedra y coherente con numero de hogares conectables
c.8- Transferencia Inventariado FTTH;6571;FOTI20;Verificación correcta codificacion y normalizacion de las address asociadas
c.8- Transferencia Inventariado FTTH;6572;FOTI21;Verificacion correcto rellenado campos relacionados con el address vs ISIS ( tipo permisom uso, gescal, arvato,..)
c.8- Transferencia Inventariado FTTH;6573;FOTI22;Verificación información campos relacionados con el address alineada con Sedra
c.8- Transferencia Inventariado FTTH;6574;FOTI23;Verificación información hogares vs PD Validado
c.8- Transferencia Inventariado FTTH;6575;FOTI24;Verificación información hogares alineada con Sedra
c.8- Transferencia Inventariado FTTH;6576;FOTI25;Verificacion estado
c.8- Transferencia Inventariado FTTH;6577;FOTI26;Errores detectados en informes de verificación de entrega de CTO
c.8- Transferencia Inventariado FTTH;6578;FOTI27;Errores detectados en informes de alineamiento / inconsistencias en BB.DD
c.8- Transferencia Inventariado FTTH;7170;FOTI28;Autoaceptación hito correctamente creada
d.1 - Gestores Acceso Móvil;6044;ASGE2;Celdas creadas en gestor  y activas
d.1 - Gestores Acceso Móvil;6045;ASGE3;Locnos creados
d.1 - Gestores Acceso Móvil;6046;ASGE4;Definiciones OUTER en MSC
d.1 - Gestores Acceso Móvil;6047;ASGE1;Estaciones Radio creadas en gestores
d.1 - Gestores Acceso Móvil;6048;ASGE7;Sin alarmas en Equipo Radio
d.1 - Gestores Acceso Móvil;6049;ASGE24;Comprobación configuración de alarmas externas en Equipos Radio / Equipos Transmisión (si procede)
d.1 - Gestores Acceso Móvil;6050;ASGE6;Revisión que estén activos todo los puertos interfaces de Transmisión del Equipo Radio definidos en el diseño
d.1 - Gestores Acceso Móvil;6051;ASGE14;Puertos en Equipos de Transmisión asociados a servicios / grupos ( IMA, ML-PPP, Gbe, etc..)  y en estado UP
d.1 - Gestores Acceso Móvil;6052;ASGE16;Servicios (SDH/PDH/IP, etc…) protegidos, configurados  y bien nombrados según diseño (direccionamiento de tuneles MPLs, OAM, etc…)
d.1 - Gestores Acceso Móvil;6053;ASGE27;Entregables correspondientes a la Implementación
d.1 - Gestores Acceso Móvil;6054;ASGE22;Comprobación de la correcta configuración del  sincronismo en Equipos Radio y Transmisión según diseño
d.1 - Gestores Acceso Móvil;6055;ASGE23;Comprobación de la correcta configuración de  la gestión en Equipos Radio y Transmisión según diseño
d.1 - Gestores Acceso Móvil;6056;ASGE5;Comprobación de la configuración de vecindades según diseño
d.1 - Gestores Acceso Móvil;6057;ASGE8;Comprobación del etiquetado Equipos Radio en gestores según normativa
d.1 - Gestores Acceso Móvil;6058;ASGE9;Comprobación del alineamiento entre configuración Equipo Radio en gestor y GIROS
d.1 - Gestores Acceso Móvil;6059;ASGE10;Comprobación del alineamiento entre configuración Equipo Radio en gestor y diseño (LEVE)
d.1 - Gestores Acceso Móvil;6060;ASGE11;Equipos Transmisión (PTNs, PMW, ADMs, etc..) dados de alta en gestor y activos
d.1 - Gestores Acceso Móvil;6061;ASGE19;Sin alarmas en Equipos Transmisión y en los servicios configurados
d.1 - Gestores Acceso Móvil;6062;ASGE15;Comprobación de la habilitación de alarmas en puertos con trafico y la inhabilitación de los puertos no utilizados
d.1 - Gestores Acceso Móvil;6063;ASGE17;Comprobación de la correcta configuración de las rutas de servicio en las VRFs de los POP
d.1 - Gestores Acceso Móvil;6064;ASGE12;Comprobación del nivel de campo en radioenlaces según las especificaciones de diseño
d.1 - Gestores Acceso Móvil;6065;ASGE18;Comprobación de la correcta configuración de la QoS en el e2e del servicio 
d.1 - Gestores Acceso Móvil;6066;ASGE13;Comprobación del etiquetado de Equipos Transmisión y servicios en gestores según normativa
d.1 - Gestores Acceso Móvil;6067;ASGE20;Comprobación del alineamiento entre configuración de Equipos Transmisión / servicios y GIROS
d.1 - Gestores Acceso Móvil;6068;ASGE21;Comprobación del alineamiento entre configuración de Equipos Transmisión / servicios y diseño
d.1 - Gestores Acceso Móvil;6069;ASGE25;Comprobación del borrado / baja del gestor de Equipos Radio y Transmisión desmontados según diseño
